psid,pid,study1,dpIssue,dpCondition,newsArticle,collaborationCondition2,pretest1,pretest1ind,collaborationCondition,random,result.score,representativeName,representativeLastName,representativeParty,representativeOppositionParty,representativePartyName,representativeState,representativeDistrict,attack,goodComplete,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_1,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82_1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98_1,Q99,Q100,Q101,Q102,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q103_6,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121_1,Q122,Q123,Q124,LocationLatitude,LocationLongitude,LocationAccuracy
kpNgzR0iscGtNsQuuUtmtw**,,2,1,1,2,4,1,1,1,4,,Donna Edwards,Edwards,D,Republican,Democratic,MD,4,for being too conservative,1,1,1,35,1,9,3,2,1,,,,2,1,1,72,8,9,71,3,3,4,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20708,3006,1,1,,,,72,4,3,3,6,,4,12,????????.,1,,1,1,1,4,4,0,8,6,6,6,6,5,5,6,4,6,1,1,,1,,2,1,1,1,1,1,,,,,,5,2,9,13,13,41.83230591,-87.87879944,-1
kpNgzR0iscG8oECfehmoiQ**,,1,1,2,1,2,3,1,3,2,2,Stevan Pearce,Pearce,R,Democrat,Republican,NM,2,for being too conservative,1,1,1,67,1,4,5,4,1,,,,1,1,1,90,15,80,85,5,4,5,4,4,5,5,1,1,1,1,8.431,8.953,17.985,2,safari,1,6.945,6.945,16.571,1,galaxy,1,0,0,30.02,0,,1,1,0,0,32.859,0,1,,,,,1,,1,1,,no reason,2,,1,1,,,,,,,,,1,1,88001,5236,1,1,,4,,,16,7,5,4,10,He is only working for the rich in his party!,1,,1,,,,,6,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46139526,-106.7319031,-1
kpNgzR0iscHsy7mNhdtcjg**,,2,1,2,2,3,3,2,4,2,,Jerrold Nadler,Nadler,D,Republican,Democratic,NY,10,for being too conservative,1,1,1,22,1,6,6,6,1,,,,1,2,1,100,30,100,80,1,1,3,1,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10007,1000,1,,,,1,31,2,2,2,6,,2,9,poco,1,1,,1,1,1,1,51,4,5,6,7,8,8,8,8,8,8,1,1,,1,,2,1,1,1,1,,,,,1,,4,42,10,14,14,38,-97,-1
kpNgzR0iscEqBO1_7BZAqw**,,2,2,1,3,1,3,1,3,2,,Bill Flores,Flores,R,Democrat,Republican,TX,17,for being too conservative,1,2,1,11,1,2,4,8,3,3,,,,2,1,60,40,40,80,3,3,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,76706,4302,1,,,1,,50,4,4,3,4,9,3,12,"From the info given, it seems like maybe he was trying to compromise with the Democrats and I don't see anything wrong with that.",1,1,,1,4,4,2,30,6,6,5,6,6,5,4,7,5,4,1,1,,,1,1,2,3,1,1,,,,,1,,3,39,11,15,15,31.47889709,-97.09259796,-1
kpNgzR0iscHrkZHIKcxY1A**,,1,1,3,2,1,2,2,4,5,3,Rick Nolan,Nolan,D,Republican,Democratic,MN,8,for being too conservative,1,2,1,23,1,5,3,2,2,,1,2,,1,1,24,86,2,65,5,2,5,2,4,3,4,1,1,1,1,5.823,5.823,16.495,1,safari,1,3.312,3.312,8.514,1,galaxy,1,2.54,2.54,10.744,1,lactose,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,55720,2739,1,1,14,,,,1,7,5,5,9,total slime,1,,,1,,,,3,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7440033,-92.57389832,-1
kpNgzR0iscG1oLYmvPolHg**,,2,2,2,2,2,1,2,2,1,,Kurt Schrader,Schrader,D,Republican,Democratic,OR,5,for being too conservative,1,2,1,40,1,1,3,6,2,,2,2,,1,1,80,70,40,76,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,97341,9674,1,,1,,,50,4,4,3,6,9,4,12,no real feelings,1,1,,1,3,3,3,0,6,6,6,7,6,6,6,6,6,6,1,1,,1,,1,2,2,1,1,,1,,,,,3,50,11,16,16,47.42059326,-122.4508972,-1
kpNgzR0iscHButBTRgTRtQ**,,2,1,3,1,1,1,1,4,2,,Peter DeFazio,DeFazio,D,Republican,Democratic,OR,4,for being too conservative,1,2,1,39,2,1,3,2,2,,2,2,,1,1,32,75,22,81,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,97526,3475,1,,,,1,32,4,4,3,6,,4,12,no feelings toward him,1,1,,1,3,3,3,33,6,6,6,6,6,6,6,6,6,6,1,1,1,,,1,3,2,1,1,,1,,,,,3,29,11,16,16,42.37939453,-123.3983002,-1
kpNgzR0iscGrv7pGVIh0tg**,,2,1,3,3,4,2,2,2,2,,Kathy Castor,Castor,D,Republican,Democratic,FL,14,for being too conservative,1,1,1,48,1,1,2,6,3,3,,,,1,1,93,50,51,68,4,4,5,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,33614,1980,1,,1,,,79,4,2,2,7,9,2,13,I think she is doing a good job,1,1,,1,4,2,2,40,6,6,7,6,5,5,6,6,5,5,1,1,,,1,1,4,3,1,1,,,,1,,,1,80,12,18,18,28.00639343,-82.59049988,-1
kpNgzR0iscF_TLrPQaJdgQ**,,2,1,2,2,3,3,1,1,3,,Nick Rahall,Rahall,D,Republican,Democratic,WV,3,for being too conservative,1,1,1,43,1,1,3,7,3,3,,,,1,1,9,4,3,87,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25901,5845,1,1,,,,19,4,4,4,9,,3,11,just like all polititions he lies ,1,,1,1,5,2,2,19,7,7,6,5,5,6,6,8,7,6,1,1,,1,,1,4,3,1,1,,,,,1,,2,29,12,19,17,38.21539307,-81.42459869,-1
kpNgzR0iscGGP9_PAJGQwQ**,,1,1,3,1,2,2,2,1,3,3,Nydia VelÃ¡zquez,VelÃ¡zquez,D,Republican,Democratic,NY,7,for being too conservative,1,1,2,21,1,4,5,2,2,,1,2,,2,1,51,63,42,55,2,3,3,2,3,3,3,1,1,1,1,8.4,9.128,18.113,2,safari,1,7.518,7.518,13.263,1,galaxy,1,2.985,2.985,18.906,1,lactose,1,1,0,0,26.357,0,1,,,,,1,,1,1,,he did not go to college,2,im trying to win so i want what it think is the best no hard feelings,1,1,,,,,,,,,1,1,10009,7138,1,1,,7,,,50,5,4,4,11,she tried and she failed some of it was her own doing the other part was she was up against he odds,1,,,1,,,,6,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.72520447,-73.98020172,-1
kpNgzR0iscH2gVKALZonbg**,,1,2,3,1,4,1,1,1,3,,,,,,,,,,,1,1,6,1,1,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.62590027,-76.97789764,-1
kpNgzR0iscEVtt0k8pfqFw**,,1,1,3,2,1,1,2,1,4,0,Steve Daines,Daines,R,Democrat,Republican,MT,At-Large,for being too conservative,1,1,1,38,1,1,2,5,2,,2,2,,1,7,100,100,100,100,5,5,5,5,5,5,5,1,1,1,1,0,0,3.294,0,,1,1.624,1.624,6.351,1,yyyyf,1,1.966,1.966,6.453,1,tfr,1,1,0,0,1.456,0,1,,1,1,1,,,,,good...,,2,good..,1,1,,,,,,,,,1,1,59601,4007,1,1,9,,,,65,2,2,2,14,good...,1,,,1,,,,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87210083,-113.9940033,-1
kpNgzR0iscFXui6Poeu5OA**,,2,2,1,3,3,2,2,2,1,,Peter DeFazio,DeFazio,D,Republican,Democratic,OR,4,for being too conservative,1,1,1,57,1,2,4,4,3,3,,,,2,1,92,50,51,80,3,3,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,97420,2983,1,,1,,,60,2,2,2,8,9,2,13,He is a politician that primarily goes with the party .   He aids the people that voted him in when he can without endangering his political position.  He is not much different than 80+% of most politicians.,1,,1,1,2,2,3,39,7,7,6,6,6,7,7,7,7,7,1,1,,,1,1,3,3,1,1,,,,1,,,3,31,11,17,17,43.37399292,-124.1477051,-1
kpNgzR0iscGcEPvMyxhczA**,,2,1,2,3,4,2,1,4,3,,Marcia Fudge,Fudge,D,Republican,Democratic,OH,11,for being too conservative,1,1,2,14,1,3,3,4,3,1,,,,1,7,82,63,74,100,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,44122,6637,1,,,,1,80,2,2,2,9,,2,14,she is a good candidate,1,1,,1,2,3,2,61,7,6,6,6,6,6,7,7,6,6,1,1,,,1,1,2,3,1,1,,,1,,,,3,49,11,17,17,41.49949646,-81.69539642,-1
kpNgzR0iscGlq2cs55Pj0A**,,2,2,1,2,4,3,1,4,3,,Leonard Lance,Lance,R,Democrat,Republican,NJ,7,for being too conservative,1,1,4,5,1,3,3,5,1,,,,2,1,1,85,70,78,85,3,3,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8876,3677,1,,,,1,60,3,3,3,8,,2,12,He has adequately done his service.,1,,1,1,3,3,3,10,6,6,5,6,6,5,5,7,6,6,1,1,,1,,2,2,2,1,1,,,,,1,,3,35,11,16,16,40.49809265,-74.52449799,-1
kpNgzR0iscFAM3FiYk6HIQ**,,2,1,1,2,2,2,2,1,4,,Bill Shuster,Shuster,R,Democrat,Republican,PA,9,for being too conservative,1,1,1,35,1,4,2,8,2,,1,2,,1,1,92,89,15,53,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17268,8319,1,1,,,,80,3,3,2,6,,2,12,I feel when it comes down to it he is preforming his job to the best of his ability ,1,,1,1,4,2,4,100,8,5,7,5,4,4,4,4,7,4,1,1,,1,,1,4,3,1,1,,,,1,,,4,50,11,16,16,39.79359436,-77.59799957,-1
kpNgzR0iscEmSYHWOr3Ucw**,,1,2,2,2,4,3,2,4,5,0,Susan Davis,Davis,D,Republican,Democratic,CA,53,for being too conservative,1,1,4,32,1,1,2,4,2,,1,2,,1,1,91,92,87,91,4,4,4,4,4,4,4,1,1,1,1,6.817,6.817,20.166,1,none,1,2.17,2.17,7.854,1,none,1,1.261,1.261,7.909,1,none,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,91942,7408,1,1,,,,9,80,4,3,3,12,not sure,1,,,,,1,,,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71699524,-116.9949951,-1
kpNgzR0iscHsQTCEwnbJwg**,,2,2,1,1,4,3,1,4,4,,John Conyers,Conyers,D,Republican,Democratic,MI,13,for being too conservative,1,2,1,27,1,1,5,5,1,,,,1,2,1,98,48,58,96,5,3,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48239,1077,1,,,,1,10,7,5,3,6,,4,11,hate his wife,1,1,,1,3,3,3,50,6,6,6,6,6,6,6,6,6,6,1,1,1,,,1,3,2,1,1,,,,,1,,3,52,11,16,16,42.33140564,-83.04570007,-1
kpNgzR0iscEoBq395VtBsA**,,2,2,2,2,4,3,2,4,2,,Scott Peters,Peters,D,Republican,Democratic,CA,52,for being too conservative,1,2,1,28,1,2,5,6,1,,,,2,1,7,42,45,81,100,4,4,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,92126,3546,1,,,,1,79,2,1,1,4,,1,15,"I don't know a lot, but I have positive feelings toward this Rep.  ",1,,1,1,3,4,4,8,8,6,4,6,5,4,7,8,4,4,1,1,,1,,2,2,1,1,1,,,,,1,,3,51,11,15,15,32.88969421,-117.1335983,-1
kpNgzR0iscElIw4Id4jnFw**,,1,2,3,3,3,3,2,2,2,3,George Holding,Holding,R,Democrat,Republican,NC,13,for being too conservative,1,2,1,31,1,2,5,2,2,,2,2,,1,1,51,50,21,10,3,3,4,2,4,4,4,1,1,1,1,6.481,6.481,11.181,1,safari,1,1.999,1.999,5.695,1,Galaxy,1,11.413,11.413,15.046,1,Lactose,1,1,0,0,18.773,0,1,,,,,1,,1,1,,Most likely to be a tyoe who does not work together well with others.  His choice not to attend college and to identify independent gives me the impression that he values independence and may not work together with others to solve problems. ,2,,1,1,,,,,,,,,1,1,27603,8615,1,1,,,9,,9,3,3,3,12,I have not kept up with Mr Holding and his votes so I have no feelings either way. ,1,,,,,,1,,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.64610291,-78.57910156,-1
kpNgzR0iscHbRev0iapHlQ**,,1,2,2,1,4,3,1,1,5,3,Lloyd Doggett,Doggett,D,Republican,Democratic,TX,35,for being too conservative,1,2,1,23,1,1,3,3,3,2,,,,2,1,14,39,2,49,4,1,4,1,3,4,4,1,1,1,1,3.724,4.6,14.638,2,safari,1,3.311,4.175,10.376,2,galaxy,1,4.836,4.836,21.413,1,lactose,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,78218,2021,1,1,,,,5,32,4,3,3,12,He's a Democrat.,1,,,,,1,,,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.47639465,-98.34909821,-1
kpNgzR0iscFCuOx8tsBZUA**,,1,1,3,2,4,3,2,3,2,2,Doris Matsui,Matsui,D,Republican,Democratic,CA,6,for being too conservative,1,1,2,42,1,1,3,6,1,,,,1,1,1,92,8,63,90,3,3,3,3,4,2,3,1,1,1,1,8.664,8.664,14.481,1,safari,1,3.956,3.956,9.783,1,galaxy,1,2.752,2.752,19.614,1,,1,1,0,0,27.302,0,1,1,,1,1,,,,,others have more education,,2,With the limited knowledge of my choices i chose who i believe can help me do the best,1,1,,,,,,,,,1,1,95817,3444,1,1,,,,9,80,1,1,2,14,She has done a great job of following in her husbands foot steps and representing the democrats,1,,,1,,,,6,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.53779602,-121.4459991,-1
kpNgzR0iscEEHxR9gWx9Mg**,,2,2,1,3,2,1,1,1,5,,Michael Grimm,Grimm,R,Democrat,Republican,NY,11,for being too conservative,1,2,3,23,1,9,4,4,1,,,,2,2,1,59,14,12,75,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10307,1312,1,1,,,,9,7,5,5,1,,4,11,no opinion,1,,1,1,3,3,3,19,6,6,6,6,4,4,6,7,6,5,1,1,,,1,1,2,1,1,1,1,,,,,,3,12,10,16,16,40.54530334,-74.1785965,-1
kpNgzR0iscHHYP5lawmD4A**,,1,2,1,3,1,2,1,1,1,2,Thomas Marino,Marino,R,Democrat,Republican,PA,10,for being too conservative,1,1,1,39,1,9,5,2,2,,2,2,,2,1,91,70,9,39,3,3,3,3,3,3,3,1,1,1,1,5.178,5.178,13.275,1,safari,1,3.039,3.039,8.366,1,galaxy,1,0,0,30.011,0,,1,1,0,0,15.002,0,1,1,1,1,,,,,,I liked the other 3 better.,,2,It was my choice.,1,1,,,,,,,,,1,1,17044,9750,1,1,5,,,,80,1,2,2,14,none,1,,,,1,,,,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.60069275,-77.57769775,-1
kpNgzR0iscFmOVTfudrfHw**,,1,1,2,1,2,1,2,4,3,2,Rick Nolan,Nolan,D,Republican,Democratic,MN,8,for being too conservative,1,1,1,31,1,9,4,2,2,,2,1,,2,1,61,50,1,67,3,3,3,3,3,3,5,1,1,1,1,4.196,5.593,26.269,3,safari,1,1.533,1.533,9.709,1,galaxy,1,1.62,1.62,30.021,1,,1,1,0,0,20.981,0,1,1,,1,1,,,,,lowest education,,2,I want the best team,1,1,,,,,,,,,1,1,55811,1733,1,1,,4,,,11,7,5,5,9,rubber stamp,1,,1,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7440033,-92.57389832,-1
kpNgzR0iscHlrpKJjoyeqg**,,1,2,3,2,4,3,1,1,2,3,JosÃ© Serrano,Serrano,D,Republican,Democratic,NY,15,for being too conservative,1,1,3,5,1,4,2,5,1,,,,1,1,7,90,69,81,82,5,5,5,5,5,5,5,1,1,1,1,2.214,3.465,13.107,2,safari,1,2.01,2.01,5.552,1,galaxy,1,3.322,3.322,10.643,1,lactose,1,1,0,0,1.43,0,1,,,,,,1,1,1,,no reason,1,idk,1,1,,,,,,,,,1,1,10453,5212,1,1,,,,7,61,4,3,3,12,nothing,1,,,,,,1,,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85290527,-73.91390228,-1
kpNgzR0iscEzxW3Fz1uJQg**,,2,1,3,3,4,3,2,1,1,,Adam Kinzinger,Kinzinger,R,Democrat,Republican,IL,16,for being too conservative,1,2,1,37,1,2,2,1,2,,1,2,,2,1,71,91,30,51,5,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61072,3241,1,1,,,,80,4,2,3,9,,4,12,unfamiliar with him,1,1,,1,4,4,4,0,7,6,6,7,6,6,6,7,4,5,1,1,,,1,1,4,2,1,1,,,,,,1,2,90,12,18,18,42.42570496,-88.9878006,-1
kpNgzR0iscEWWfztVhaa_w**,,2,1,2,3,1,3,1,1,2,,Jason Chaffetz,Chaffetz,R,Democrat,Republican,UT,3,for being too conservative,1,2,1,15,1,6,5,1,2,,1,2,,2,7,61,91,8,80,5,5,5,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,84606,4652,1,1,,,,50,4,5,3,6,,4,12,Do not know enough to have formed an opinion,1,1,,1,3,3,3,39,6,6,6,6,5,5,4,8,6,6,1,1,,,1,1,2,3,1,1,,,,,,1,2,50,11,16,16,40.21809387,-111.6132965,-1
kpNgzR0iscG0DtHdh7swxA**,,2,1,2,2,1,1,1,2,4,,Richard Nugent,Nugent,R,Democrat,Republican,FL,11,for being too conservative,1,2,1,57,1,3,2,4,1,,,,1,2,1,50,1,85,42,3,1,3,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34465,3073,1,,1,,,20,5,2,3,6,10,3,12,I think he is more fair than most Republicans!,1,,1,1,3,2,3,20,7,6,6,6,6,5,6,7,6,6,1,1,,1,,1,2,3,1,1,1,,,,,,3,20,11,16,15,33.52070618,-86.80249786,-1
kpNgzR0iscEktGZV8IxmFw**,,1,2,1,2,4,2,1,4,2,1,Adam Schiff,Schiff,D,Republican,Democratic,CA,28,for being too conservative,1,2,1,8,1,1,3,5,3,1,,,,1,1,60,0,80,70,2,1,5,2,2,3,4,1,1,1,1,2.334,2.334,30.008,1,,1,1.581,1.581,7.032,1,galaxy,1,1.498,1.498,29.581,1,,1,1,0,0,17.689,0,1,1,,1,1,,,,,"I looked at his education, which was only high school.  The fact that he is single also concluded to me that he could be unstable emotionally.",,2,Lack of higher education. I would want to have smarter people on the team.,1,1,,,,,,,,,1,1,91205,4257,1,1,,,,13,49,4,4,3,12,I dont know enough information about him.,1,,,,1,,,,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.18789673,-118.2593994,-1
kpNgzR0iscG8hMT4zKhV1g**,,1,1,2,2,2,3,1,2,1,0,Jack Kingston,Kingston,R,Democrat,Republican,GA,1,for being too conservative,1,1,1,56,1,2,5,4,3,1,,,,1,2,71,40,51,66,5,3,4,3,4,5,5,1,1,1,1,0,0,30.015,0,,1,0.974,0.974,30.024,1,n/a,1,0,0,30.022,0,,1,1,6.067,6.067,8.017,1,1,1,,1,1,,,,,The least involved with direction and possibilities,,2,with limited info the best possobilitirs were chosen,1,1,,,,,,,,,1,1,31522,2560,1,1,,7,,,63,3,3,2,11,must work all elected offiicials,1,,1,,,,,5,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21629333,-81.36660004,-1
kpNgzR0iscEeSR1pUqQjjA**,,2,2,2,1,2,1,1,4,1,,Nancy Pelosi,Pelosi,D,Republican,Democratic,CA,12,for being too conservative,1,1,4,34,2,3,5,3,3,3,,,,2,1,59,51,57,58,4,2,4,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,94116,1727,1,,,,1,68,2,3,2,6,,2,13,strong,1,,1,1,3,3,3,50,6,6,6,,6,6,6,6,6,6,1,1,1,,,2,2,2,1,1,1,,,,,,2,34,10,16,16,37.769104,-122.4449005,-1
kpNgzR0iscEWfkfmKzzptg**,,1,2,3,2,4,3,2,2,5,2,James Clyburn,Clyburn,D,Republican,Democratic,SC,6,for being too conservative,1,2,1,54,1,1,3,3,3,3,,,,1,1,24,40,28,58,3,3,3,3,3,4,4,1,1,1,1,2.464,2.464,26.038,1,safari,1,6.377,6.377,13.44,1,galaxy,1,2.311,2.311,25.93,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,29449,5928,1,1,,,,7,33,3,2,2,13,undecided,1,,,,,,1,,7,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,-97,-1
kpNgzR0iscFB66-yE_XB7A**,,1,1,1,1,1,1,2,4,1,1,Justin Amash,Amash,R,Democrat,Republican,MI,3,for being too conservative,1,2,1,36,1,1,2,2,1,,,,1,1,1,74,51,52,62,4,2,3,2,2,4,4,1,1,1,1,1.89,1.89,30.008,1,wafers,1,1.073,6.418,10.453,2,galaxy,1,1.85,1.85,12.34,1,no idea,1,1,0,0,8.585,0,1,,,,,,1,1,1,,Because I wanted a mix of people and I already had a feamle wuith college,2,because that's just the way life goes,1,1,,,,,,,,,1,1,49037,7205,1,1,4,,,,48,2,2,2,14,I have no feelings either way,1,1,,,,,,5,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.28430176,-85.22930145,-1
kpNgzR0iscEDO-eI7PGzEg**,,1,1,1,3,2,3,2,1,5,2,,,,Republican,,,,for being too conservative,1,1,1,12,1,9,5,1,1,,,,2,2,1,92,78,100,93,5,2,5,2,4,5,5,1,1,1,1,6.776,6.776,10.748,1,safari,1,2.385,2.385,9.356,1,galaxy,1,2.4,8.656,21.315,3,asrtase,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,80209,8020,1,1,,7,,,90,2,2,2,14,good,1,1,,,,,,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73919678,-104.9847031,-1
kpNgzR0iscHdO6FccfLAVA**,,2,2,1,1,1,1,1,4,5,,Ken Calvert,Calvert,R,Democrat,Republican,CA,42,for being too conservative,1,1,2,4,1,1,3,5,1,,,,2,1,6,51,23,83,63,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,92544,5365,1,,,,1,51,4,5,3,8,,3,12,I don't know that much about him.,1,1,,1,3,3,3,33,7,6,7,6,6,6,6,6,6,6,1,1,1,,,2,3,2,1,1,1,,,,,,2,65,11,17,16,33.73609924,-117.0583038,-1
kpNgzR0iscERTjvqS1LEUw**,,2,2,3,3,3,3,1,3,5,,Peter Welch,Welch,D,Republican,Democratic,VT,At-Large,for being too conservative,1,2,1,39,1,1,2,2,2,,1,2,,2,1,72,94,0,53,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5701,5322,1,,,1,,11,7,5,5,1,9,4,12,dont have one,1,1,,1,3,3,3,10,6,6,5,5,6,6,6,6,6,6,1,1,,,1,2,3,2,1,1,,,,,,1,3,10,11,16,16,43.64450073,-72.90049744,-1
